index	graphid	dburl	wiki_url	img_url	name	youtubeId
768	6812	http://dbpedia.org/resource/The_African_Queen_(film)	https://en.wikipedia.org/wiki/The_African_Queen_(film)	https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/The_African_Queen_%281952_US_poster%29.jpg/1200px-The_African_Queen_%281952_US_poster%29.jpg	African Queen, The (1951)	GzcRa6n_qoE
769	6813	http://dbpedia.org/resource/Cat_on_a_Hot_Tin_Roof_(film)	https://en.wikipedia.org/wiki/Cat_on_a_Hot_Tin_Roof_(film)	https://upload.wikimedia.org/wikipedia/commons/5/51/Cat_roof.jpg	Cat on a Hot Tin Roof (1958)	rDk0JtQHc0A
770	6814	http://dbpedia.org/resource/Yes,_Madam	https://en.wikipedia.org/wiki/Yes,_Madam_(1985_film)	https://upload.wikimedia.org/wikipedia/en/7/71/Yes-madam-poster.jpg	In the Line of Duty 2 (1987)	g4IAe3VmUpk
771	6815	http://dbpedia.org/resource/Dangerous_Ground	https://en.wikipedia.org/wiki/Dangerous_Ground_(1997_film)	https://upload.wikimedia.org/wikipedia/en/7/70/Dangerous-ground-dvd-cover.jpg	Dangerous Ground (1997)	D313rsokyXg
772	6816	http://dbpedia.org/resource/Picnic_(1955_film)	https://en.wikipedia.org/wiki/Picnic_(1955_film)	https://upload.wikimedia.org/wikipedia/en/0/00/Original_movie_poster_for_the_film_Picnic.jpg	Picnic (1955)	k1A1vqmkftw
773	6817	http://dbpedia.org/resource/The_Pompatus_of_Love	https://en.wikipedia.org/wiki/The_Pompatus_of_Love	https://upload.wikimedia.org/wikipedia/en/e/e7/PompatusOfLovePoster.jpg	Pompatus of Love, The (1996)	_1Jw51zk06w
774	6818	http://dbpedia.org/resource/Small_Wonders	https://en.wikipedia.org/wiki/Small_Wonders	https://m.media-amazon.com/images/M/MV5BMTY4OTkxNDg3OF5BMl5BanBnXkFtZTcwNDQwODUxMQ@@._V1_.jpg	Small Wonders (1996)	
775	6819	http://dbpedia.org/resource/Fly_Away_Home	https://en.wikipedia.org/wiki/Fly_Away_Home	https://upload.wikimedia.org/wikipedia/en/c/cd/Fly_away_home_poster.jpg	Fly Away Home (1996)	KxEK8xHyAnc
776	6820	http://dbpedia.org/resource/Bliss_(1985_film)	https://en.wikipedia.org/wiki/Bliss_(1985_film)	https://upload.wikimedia.org/wikipedia/en/a/af/Bliss_%281985%29_Original_cover.jpg	Bliss (1997)	eBLqOtIzcXs
777	6821	http://dbpedia.org/resource/Grace_of_My_Heart	https://en.wikipedia.org/wiki/Grace_of_My_Heart	https://upload.wikimedia.org/wikipedia/en/c/c2/Graceheartposter.jpg	Grace of My Heart (1996)	UvN3iJxZuF0
778	6822	http://dbpedia.org/resource/Brother_of_Sleep	https://en.wikipedia.org/wiki/Brother_of_Sleep	https://upload.wikimedia.org/wikipedia/en/6/6d/Schlafes_Bruder_1995.jpg	Schlafes Bruder (Brother of Sleep) (1995)	OlhKvThSOBs
779	6823	http://dbpedia.org/resource/Maximum_Risk	https://en.wikipedia.org/wiki/Maximum_Risk	https://upload.wikimedia.org/wikipedia/en/f/fc/Maximum_Risk_Poster.jpg	Maximum Risk (1996)	YlmiultezYA
780	6824	http://dbpedia.org/resource/Michael_Collins_(film)	https://en.wikipedia.org/wiki/Michael_Collins_(film)	https://upload.wikimedia.org/wikipedia/en/0/07/Michael_collins_dvd.jpg	Michael Collins (1996)	F1pkbe29910
781	6825	http://dbpedia.org/resource/The_Rich_Man's_Wife	https://en.wikipedia.org/wiki/The_Rich_Man's_Wife	https://upload.wikimedia.org/wikipedia/en/6/68/Therichmanswifeposter.jpg	Rich Man's Wife, The (1996)	NGCcCuY00OE
782	6826	http://dbpedia.org/resource/Infinity_(film)	https://en.wikipedia.org/wiki/Infinity_(1996_film)	https://upload.wikimedia.org/wikipedia/en/4/46/Infinity_film_poster.jpg	Infinity (1996)	U0tE1GkugR0
783	6827	http://dbpedia.org/resource/Big_Night	https://en.wikipedia.org/wiki/Big_Night	https://upload.wikimedia.org/wikipedia/en/7/70/Big_night.jpg	Big Night (1996)	lQQhoYLsoHI
784	6828	http://dbpedia.org/resource/Last_Man_Standing_(film)	https://en.wikipedia.org/wiki/Last_Man_Standing_(1996_film)	https://upload.wikimedia.org/wikipedia/en/a/a0/Last_man_standing_ver2.jpg	Last Man Standing (1996)	Rz4pQWEtEhg
785	6829	http://dbpedia.org/resource/Caught_(1949_film)	https://en.wikipedia.org/wiki/Caught_(1949_film)	https://upload.wikimedia.org/wikipedia/en/0/07/Caught_%281949_film%29.jpg	Caught (1996)	i0Ja-Ttm_5E
786	6830	http://dbpedia.org/resource/Set_It_Off	https://en.wikipedia.org/wiki/Set_It_Off_(film)	https://upload.wikimedia.org/wikipedia/en/0/0d/Set_it_off_poster.jpg	Set It Off (1996)	Qb5jq3doQa8
787	6831	http://dbpedia.org/resource/2_Days_in_the_Valley	https://en.wikipedia.org/wiki/2_Days_in_the_Valley	https://upload.wikimedia.org/wikipedia/en/a/a6/2daysinthevalley.jpg	2 Days in the Valley (1996)	umjwm08s104
788	6832	http://dbpedia.org/resource/Curdled_(film)	https://en.wikipedia.org/wiki/Curdled_(film)	https://upload.wikimedia.org/wikipedia/en/c/cd/CurdledPoster.jpg	Curdled (1996)	IgNXkUUZ6vU
789	6833	http://dbpedia.org/resource/Ed's_Next_Move	https://en.wikipedia.org/wiki/Ed's_Next_Move	https://upload.wikimedia.org/wikipedia/en/9/93/Ed%27s_Next_Move_FilmPoster.jpeg	Ed's Next Move (1996)	_yjEggmgwQk
790	6834	http://dbpedia.org/resource/Extreme_Measures	https://en.wikipedia.org/wiki/Extreme_Measures	https://upload.wikimedia.org/wikipedia/en/2/20/Extreme_measures.jpg	Extreme Measures (1996)	SBRFmU-3mf8
791	6835	http://dbpedia.org/resource/The_Glimmer_Man	https://en.wikipedia.org/wiki/The_Glimmer_Man	https://upload.wikimedia.org/wikipedia/en/8/8c/Glimmer_man.jpg	Glimmer Man, The (1996)	MGQ5Nq7r-Ho
792	6836	http://dbpedia.org/resource/D3:_The_Mighty_Ducks	https://en.wikipedia.org/wiki/D3:_The_Mighty_Ducks	https://upload.wikimedia.org/wikipedia/en/2/2b/Dthree_the_mighty_ducks.jpg	D3: The Mighty Ducks (1996)	_1OJoYCDw-g
793	6837	http://dbpedia.org/resource/The_Chamber_(film)	https://en.wikipedia.org/wiki/The_Chamber_(1996_film)	https://upload.wikimedia.org/wikipedia/en/3/3c/The_chamber_poster.jpg	Chamber, The (1996)	9Qu4LuSdbTo
794	6838	http://dbpedia.org/resource/The_Apple_Dumpling_Gang_(film)	https://en.wikipedia.org/wiki/The_Apple_Dumpling_Gang_(film)	https://upload.wikimedia.org/wikipedia/en/0/01/The_Apple_Dumpling_Gang-1975-Poster.jpg	Apple Dumpling Gang, The (1975)	GnS0_UTEayY
795	6839	http://dbpedia.org/resource/Davy_Crockett,_King_of_the_Wild_Frontier	https://en.wikipedia.org/wiki/Davy_Crockett,_King_of_the_Wild_Frontier	https://upload.wikimedia.org/wikipedia/en/4/4d/Davy_Crockett%2C_King_of_the_Wild_Frontier_FilmPoster.jpeg	Davy Crockett, King of the Wild Frontier (1955)	AFN_1Ju7Hak
796	6840	http://dbpedia.org/resource/Escape_to_Witch_Mountain_(1975_film)	https://en.wikipedia.org/wiki/Escape_to_Witch_Mountain_(1975_film)	https://upload.wikimedia.org/wikipedia/en/d/d0/Escape_to_witch_mountain_movie_poster.jpg	Escape to Witch Mountain (1975)	lhxWtjTFRxs
797	6841	http://dbpedia.org/resource/The_Love_Bug_(1925_film)	https://en.wikipedia.org/wiki/The_Love_Bug_(1925_film)	https://upload.wikimedia.org/wikipedia/commons/a/a2/OG_Love_Bug_lobbycard.jpg	Love Bug, The (1969)	KHoSXE9nIHg
798	6842	http://dbpedia.org/resource/Herbie_Rides_Again	https://en.wikipedia.org/wiki/Herbie_Rides_Again	https://upload.wikimedia.org/wikipedia/en/6/6b/Ridesagain.jpeg	Herbie Rides Again (1974)	swDEaCgluWQ
799	6843	http://dbpedia.org/resource/Old_Yeller_(film)	https://en.wikipedia.org/wiki/Old_Yeller_(film)	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Old_Yeller_%281957_film_poster%29.jpg/1200px-Old_Yeller_%281957_film_poster%29.jpg	Old Yeller (1957)	VfBzeLChAzw
800	6844	http://dbpedia.org/resource/The_Parent_Trap_(1961_film)	https://en.wikipedia.org/wiki/The_Parent_Trap_(1961_film)	https://upload.wikimedia.org/wikipedia/commons/8/8b/Parent_trap_%281961%29.jpg	Parent Trap, The (1961)	yu0t4bfp_Zo
801	6845	http://dbpedia.org/resource/Homeward_Bound:_The_Incredible_Journey	https://en.wikipedia.org/wiki/Homeward_Bound:_The_Incredible_Journey	https://upload.wikimedia.org/wikipedia/en/e/eb/Homeward_bound_poster.jpg	Homeward Bound: The Incredible Journey (1993)	U8LO9hRL3fQ
802	6846	http://dbpedia.org/resource/The_Shaggy_Dog_(1959_film)	https://en.wikipedia.org/wiki/The_Shaggy_Dog_(1959_film)	https://upload.wikimedia.org/wikipedia/en/7/71/The_Shaggy_Dog_-_1963_-_Poster.png	Shaggy Dog, The (1959)	TiJOBf9WKBA
803	6847	http://dbpedia.org/resource/Swiss_Family_Robinson_(1960_film)	https://en.wikipedia.org/wiki/Swiss_Family_Robinson_(1960_film)	https://upload.wikimedia.org/wikipedia/en/a/aa/Swiss_family_robinson322.jpg	Swiss Family Robinson (1960)	O3qehNT3KjY
804	6848	http://dbpedia.org/resource/That_Darn_Cat!	https://en.wikipedia.org/wiki/That_Darn_Cat!	https://upload.wikimedia.org/wikipedia/en/a/a2/That_Darn_Cat_-_1965_Poster.jpg	That Darn Cat! (1965)	QfqVYCRdtdc
805	6849	http://dbpedia.org/resource/Cool_Runnings	https://en.wikipedia.org/wiki/Cool_Runnings	https://upload.wikimedia.org/wikipedia/en/7/76/Coolrunnings.jpg	Cool Runnings (1993)	wLlmymHRNZg
806	6850	http://dbpedia.org/resource/Angels_in_the_Outfield_(1994_film)	https://en.wikipedia.org/wiki/Angels_in_the_Outfield_(1994_film)	https://upload.wikimedia.org/wikipedia/en/8/8b/Angels_in_the_outfield.jpg	Angels in the Outfield (1994)	wok7pG9_vX8
807	6851	http://dbpedia.org/resource/Cinderella_(1950_film)	https://en.wikipedia.org/wiki/Cinderella_(1950_film)	https://upload.wikimedia.org/wikipedia/en/1/13/Cinderella_%28Official_1950_Film_Poster%29.png	Cinderella (1950)	UcjYD91YW_M
808	6852	http://dbpedia.org/resource/Winnie_the_Pooh_and_the_Blustery_Day	https://en.wikipedia.org/wiki/Winnie_the_Pooh_and_the_Blustery_Day	https://upload.wikimedia.org/wikipedia/en/9/9e/Winnie_the_Pooh_and_the_Blustery_Day_poster.jpg	Winnie the Pooh and the Blustery Day (1968)	lIRTFlGjohw
809	6853	http://dbpedia.org/resource/The_Three_Caballeros	https://en.wikipedia.org/wiki/The_Three_Caballeros	https://upload.wikimedia.org/wikipedia/en/7/7b/Three_caballeros_poster.png	Three Caballeros, The (1945)	tKO0T_1rL48
810	6854	http://dbpedia.org/resource/The_Sword_in_the_Stone_(film)	https://en.wikipedia.org/wiki/The_Sword_in_the_Stone_(1963_film)	https://upload.wikimedia.org/wikipedia/en/d/d8/SwordintheStonePoster.JPG	Sword in the Stone, The (1963)	ThOtoGV6ylU
811	6855	http://dbpedia.org/resource/So_Dear_to_My_Heart	https://en.wikipedia.org/wiki/So_Dear_to_My_Heart	https://upload.wikimedia.org/wikipedia/en/a/ab/So_Dear_to_My_Heart_poster.jpg	So Dear to My Heart (1949)	nuxi9TcrePE
812	6856	http://dbpedia.org/resource/Robin_Hood:_Prince_of_Thieves	https://en.wikipedia.org/wiki/Robin_Hood:_Prince_of_Thieves	https://upload.wikimedia.org/wikipedia/en/4/4f/Robin_hood_1991.jpg	Robin Hood: Prince of Thieves (1991)	fERE7bGPwmo
813	6857	http://dbpedia.org/resource/Mary_Poppins_(film)	https://en.wikipedia.org/wiki/Mary_Poppins_(film)	https://upload.wikimedia.org/wikipedia/en/7/78/Marypoppins.jpg	Mary Poppins (1964)	YfkEQDPlb8g
814	6858	http://dbpedia.org/resource/Dumbo	https://en.wikipedia.org/wiki/Dumbo	https://upload.wikimedia.org/wikipedia/en/a/a7/Dumbo-1941-poster.jpg	Dumbo (1941)	tLtQ3bCvBA0
815	6859	http://dbpedia.org/resource/Pete's_Dragon	https://en.wikipedia.org/wiki/Pete's_Dragon_(1977_film)	https://upload.wikimedia.org/wikipedia/en/1/1a/Petes_Dragon_movie_poster.jpg	Pete's Dragon (1977)	vUW0a_I3kxU
816	6860	http://dbpedia.org/resource/Bedknobs_and_Broomsticks	https://en.wikipedia.org/wiki/Bedknobs_and_Broomsticks	https://upload.wikimedia.org/wikipedia/en/6/64/Bedknobs_and_Broomsticks_poster.jpg	Bedknobs and Broomsticks (1971)	8xHM7TNxg3s
817	6861	http://dbpedia.org/resource/Alice_in_Wonderland_(1951_film)	https://en.wikipedia.org/wiki/Alice_in_Wonderland_(1951_film)	https://upload.wikimedia.org/wikipedia/en/c/c1/Alice_in_Wonderland_%281951_film%29_poster.jpg	Alice in Wonderland (1951)	LTvHS2INnvo
818	6862	http://dbpedia.org/resource/The_Fox_and_the_Hound_2	https://en.wikipedia.org/wiki/The_Fox_and_the_Hound_2	https://upload.wikimedia.org/wikipedia/en/2/23/The_Fox_and_the_Hound_2_Coverart.png	Fox and the Hound, The (1981)	LhV6BBvt8Vs
819	6863	http://dbpedia.org/resource/Freeway_(1996_film)	https://en.wikipedia.org/wiki/Freeway_(1996_film)	https://upload.wikimedia.org/wikipedia/en/2/22/Freeway1996poster.jpg	Freeway (1996)	TujjYkFcmho
820	6864	http://dbpedia.org/resource/The_Sound_of_Music_(film)	https://en.wikipedia.org/wiki/The_Sound_of_Music_(film)	https://upload.wikimedia.org/wikipedia/en/c/c6/Sound_of_music.jpg	Sound of Music, The (1965)	LuBu4eDXWg8
821	6865	http://dbpedia.org/resource/Die_Hard	https://en.wikipedia.org/wiki/Die_Hard	https://upload.wikimedia.org/wikipedia/en/c/ca/Die_Hard_%281988_film%29_poster.jpg	Die Hard (1988)	2TQ-pOvI6Xo
822	6866	http://dbpedia.org/resource/The_Lawnmower_Man_(film)	https://en.wikipedia.org/wiki/The_Lawnmower_Man_(film)	https://upload.wikimedia.org/wikipedia/en/2/28/Lawnmower_Man.jpg	Lawnmower Man, The (1992)	YCxFGxqLsHE
823	6867	http://dbpedia.org/resource/Unhook_the_Stars	https://en.wikipedia.org/wiki/Unhook_the_Stars	https://upload.wikimedia.org/wikipedia/en/9/9e/Unhook_the_stars.jpg	Unhook the Stars (1996)	9daIbBlaEIA
824	6868	http://dbpedia.org/resource/The_Secret_Agent_(film)	https://en.wikipedia.org/wiki/The_Secret_Agent_(1996_film)	https://upload.wikimedia.org/wikipedia/en/2/29/The_Secret_Agent_%28film%29.jpg	Secret Agent, The (1996)	I2dB0Fp7yFE
825	6869	http://dbpedia.org/resource/Secrets_of_the_Furious_Five	https://en.wikipedia.org/wiki/Secrets_of_the_Furious_Five	https://upload.wikimedia.org/wikipedia/en/6/6e/Secrets_of_the_Furious_Five.jpg	Secrets & Lies (1996)	YToU70X6O_Y
826	6870	http://dbpedia.org/resource/That_Thing_You_Do!	https://en.wikipedia.org/wiki/That_Thing_You_Do!	https://upload.wikimedia.org/wikipedia/en/5/51/That_Thing_You_Do%21_film_poster.jpg	That Thing You Do! (1996)	Xnanfx0vcEM
827	6871	http://dbpedia.org/resource/To_Gillian_on_Her_37th_Birthday	https://en.wikipedia.org/wiki/To_Gillian_on_Her_37th_Birthday	https://upload.wikimedia.org/wikipedia/en/0/0f/Thirty_seventh_birthday.jpg	To Gillian on Her 37th Birthday (1996)	v3HER2IPuV4
828	6872	http://dbpedia.org/resource/Surviving_Picasso	https://en.wikipedia.org/wiki/Surviving_Picasso	https://upload.wikimedia.org/wikipedia/en/5/5d/Surviving_Picasso_film_poster.jpg	Surviving Picasso (1996)	eGLZtHk2oNQ
829	6873	http://dbpedia.org/resource/Beautiful_Thing_(film)	https://en.wikipedia.org/wiki/Beautiful_Thing_(film)	https://upload.wikimedia.org/wikipedia/en/9/9e/Beautiful_Thing_%281996_film%29_poster.jpg	Beautiful Thing (1996)	3jRl-xZxyvQ
830	6874	http://dbpedia.org/resource/The_Long_Kiss_Goodnight	https://en.wikipedia.org/wiki/The_Long_Kiss_Goodnight	https://upload.wikimedia.org/wikipedia/en/f/f7/Long_kiss_goodnight_ver1.jpg	Long Kiss Goodnight, The (1996)	tQAacfslueQ
831	6875	http://dbpedia.org/resource/The_Ghost_and_the_Darkness	https://en.wikipedia.org/wiki/The_Ghost_and_the_Darkness	https://upload.wikimedia.org/wikipedia/en/0/01/Ghostandthedarkness.jpg	Ghost and the Darkness, The (1996)	jGsiY-2CkPU
832	6876	http://dbpedia.org/resource/Looking_for_Richard	https://en.wikipedia.org/wiki/Looking_for_Richard	https://upload.wikimedia.org/wikipedia/en/f/ff/Looking_for_richard.jpg	Looking for Richard (1996)	nVgdtcNwIGQ
833	6877	http://dbpedia.org/resource/Trees_Lounge	https://en.wikipedia.org/wiki/Trees_Lounge	https://upload.wikimedia.org/wikipedia/en/b/b0/Trees_Lounge_film_poster.png	Trees Lounge (1996)	lMQLclxC7bU
834	6878	http://dbpedia.org/resource/Normal_Life	https://en.wikipedia.org/wiki/Normal_Life	https://upload.wikimedia.org/wikipedia/en/3/3b/Normal_Life.jpg	Normal Life (1996)	eZB90dRD79w
835	6879	http://dbpedia.org/resource/Get_on_the_Bus	https://en.wikipedia.org/wiki/Get_on_the_Bus	https://upload.wikimedia.org/wikipedia/en/e/ef/Get_on_the_Bus.jpg	Get on the Bus (1996)	gHHiYMOx_M8
836	6880	http://dbpedia.org/resource/Shadow_Conspiracy	https://en.wikipedia.org/wiki/Shadow_Conspiracy	https://upload.wikimedia.org/wikipedia/en/2/2f/Shadow_conspiracy_post.jpg	Shadow Conspiracy (1997)	mQg7H_MjNkw
837	6881	http://dbpedia.org/resource/Jude_(film)	https://en.wikipedia.org/wiki/Jude_(film)	https://upload.wikimedia.org/wikipedia/en/e/e4/Jude_Poster.jpg	Jude (1996)	sigcSoe45oE
838	6882	http://dbpedia.org/resource/Everyone_Says_I_Love_You	https://en.wikipedia.org/wiki/Everyone_Says_I_Love_You	https://upload.wikimedia.org/wikipedia/en/5/56/Everyone_Says_I_Love_You_Poster.jpg	Everyone Says I Love You (1996)	WsiIPY_vzFU
839	6883	http://dbpedia.org/resource/Romeo__Juliet	https://en.wikipedia.org/wiki/Romeo__Juliet	https://upload.wikimedia.org/wikipedia/commons/5/55/Romeo_and_juliet_brown.jpg	William Shakespeare's Romeo and Juliet (1996)	fpP6osQNMh0
840	6884	http://dbpedia.org/resource/Swingers_(1996_film)	https://en.wikipedia.org/wiki/Swingers_(1996_film)	https://upload.wikimedia.org/wikipedia/en/9/91/Swingers_ver2.jpg	Swingers (1996)	nWCct8XbQD0
841	6885	http://dbpedia.org/resource/Sleepers_(film)	https://en.wikipedia.org/wiki/Sleepers_(film)	https://upload.wikimedia.org/wikipedia/en/f/fa/Sleepers_%28movie_poster%29.jpg	Sleepers (1996)	rNaMAgf4ErE
842	6886	http://dbpedia.org/resource/Sunchaser	https://en.wikipedia.org/wiki/Sunchaser	https://upload.wikimedia.org/wikipedia/en/2/2b/Sunchaser-Theatrical_Poster.jpg	Sunchaser, The (1996)	4Wf_o24AdOc
843	6887	http://dbpedia.org/resource/Johns_(film)	https://en.wikipedia.org/wiki/Johns_(film)	https://upload.wikimedia.org/wikipedia/en/b/ba/Johns-scott-silver.jpg	Johns (1996)	TzmjlOKqHek
844	6888	http://dbpedia.org/resource/Aladdin_and_the_King_of_Thieves	https://en.wikipedia.org/wiki/Aladdin_and_the_King_of_Thieves	https://upload.wikimedia.org/wikipedia/en/c/c5/Aladdin_and_the_King_of_Thieves_VHS.jpg	Aladdin and the King of Thieves (1996)	Fo-U1wObf8U
845	6889	http://dbpedia.org/resource/Shall_We_Dance_(1937_film)	https://en.wikipedia.org/wiki/Shall_We_Dance_(1937_film)	https://upload.wikimedia.org/wikipedia/en/9/95/Shall_We_Dance_poster.jpg	Shall We Dance? (1937)	mWlDVSlv-2s
846	6890	http://dbpedia.org/resource/A_Damsel_in_Distress_(film)	https://en.wikipedia.org/wiki/A_Damsel_in_Distress_(1937_film)	https://upload.wikimedia.org/wikipedia/en/a/a3/A-Damsel-in-Distress-1937.jpg	Damsel in Distress, A (1937)	2BZ4-564O_w
847	6891	http://dbpedia.org/resource/Crossfire_(film)	https://en.wikipedia.org/wiki/Crossfire_(film)	https://upload.wikimedia.org/wikipedia/commons/5/54/CrossfirePoster2.jpg	Crossfire (1947)	y0E65ANqbO0
848	6892	http://dbpedia.org/resource/Murder,_My_Sweet	https://en.wikipedia.org/wiki/Murder,_My_Sweet	https://upload.wikimedia.org/wikipedia/en/3/31/SweetPoster.jpg	Murder, My Sweet (1944)	PHRDGxSL2o4
849	6893	http://dbpedia.org/resource/Macao_(film)	https://en.wikipedia.org/wiki/Macao_(film)	https://upload.wikimedia.org/wikipedia/commons/4/49/MacaoPoster.jpg	Macao (1952)	lUsRsDs6NCk
850	6894	http://dbpedia.org/resource/The_Great_Moment_(1944_film)	https://en.wikipedia.org/wiki/The_Great_Moment_(1944_film)	https://upload.wikimedia.org/wikipedia/en/a/a6/Great_Moment_poster.jpg	For the Moment (1994)	rnpIvNykI3I
851	6895	http://dbpedia.org/resource/Innocents_of_Paris	https://en.wikipedia.org/wiki/Innocents_of_Paris	https://upload.wikimedia.org/wikipedia/en/6/6b/Innocents_of_Paris.jpg	Innocents, The (1961)	YmycuykUclM
852	6896	http://dbpedia.org/resource/Sleeper	https://en.wikipedia.org/wiki/Sleeper_(1973_film)	https://upload.wikimedia.org/wikipedia/en/1/1a/Sleeper_ver1.jpg	Sleeper (1973)	0FRLeYaut3o
853	6897	http://dbpedia.org/resource/Bananas_(film)	https://en.wikipedia.org/wiki/Bananas_(film)	https://upload.wikimedia.org/wikipedia/en/e/ed/Bananas_%28movie_poster%29.jpg	Bananas (1971)	Xyqm-wWnX0A
854	6898	http://dbpedia.org/resource/A_Fish_Called_Wanda	https://en.wikipedia.org/wiki/A_Fish_Called_Wanda	https://upload.wikimedia.org/wikipedia/en/9/9f/A_Fish_Called_Wanda_poster.jpg	Fish Called Wanda, A (1988)	LWfHCO2Gv7Y
855	6899	http://dbpedia.org/resource/Monty_Python's_Life_of_Brian	https://en.wikipedia.org/wiki/Monty_Python's_Life_of_Brian	https://upload.wikimedia.org/wikipedia/en/1/18/Lifeofbrianfilmposter.jpg	Monty Python's Life of Brian (1979)	TKPmGjVFbrY
856	6900	http://dbpedia.org/resource/Victor/Victoria_(1995_film)	https://it.wikipedia.org/wiki/Victor_Victoria	https://m.media-amazon.com/images/M/MV5BMjAwNTU2ODczNV5BMl5BanBnXkFtZTcwMzg1ODIyMQ@@._V1_.jpg	Victor/Victoria (1982)	VksW-4TzlFo
857	6901	http://dbpedia.org/resource/The_Candidate_(1972_film)	https://en.wikipedia.org/wiki/The_Candidate_(1972_film)	https://upload.wikimedia.org/wikipedia/en/4/4e/Candidateposter.jpg	Candidate, The (1972)	oa30W7vLP2o
858	6902	http://dbpedia.org/resource/The_Great_Race	https://en.wikipedia.org/wiki/The_Great_Race	https://upload.wikimedia.org/wikipedia/en/4/46/GreatRace.jpg	Great Race, The (1965)	Qng4rP5xjDE
859	6903	http://dbpedia.org/resource/Bonnie_and_Clyde_(film)	https://en.wikipedia.org/wiki/Bonnie_and_Clyde_(film)	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Bonnie_and_Clyde_%281967_teaser_poster%29.jpg/1200px-Bonnie_and_Clyde_%281967_teaser_poster%29.jpg	Bonnie and Clyde (1967)	UiGY9JrZQSc
860	6904	http://dbpedia.org/resource/The_Old_Man_and_the_Sea_(1958_film)	https://en.wikipedia.org/wiki/The_Old_Man_and_the_Sea_(1958_film)	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/The_Old_Man_and_the_Sea_%281958_film%29.jpg/220px-The_Old_Man_and_the_Sea_%281958_film%29.jpg	Old Man and the Sea, The (1958)	g8rDRPOOSHU
861	6905	http://dbpedia.org/resource/Dial_M_for_Murder	https://en.wikipedia.org/wiki/Dial_M_for_Murder	https://upload.wikimedia.org/wikipedia/commons/4/48/Dial_M_For_Murder.jpg	Dial M for Murder (1954)	urIXnyF0aJ0
862	6906	http://dbpedia.org/resource/Madame_Butterfly_(1915_film)	https://en.wikipedia.org/wiki/Madame_Butterfly_(1915_film)	https://upload.wikimedia.org/wikipedia/commons/8/81/Madame_Butterfly_1915_poster.jpg	Madame Butterfly (1995)	fgANS15AN4I
863	6907	http://dbpedia.org/resource/Dirty_Dancing	https://en.wikipedia.org/wiki/Dirty_Dancing	https://upload.wikimedia.org/wikipedia/en/0/00/Dirty_Dancing.jpg	Dirty Dancing (1987)	eIcmQNy9FsM
864	6908	http://dbpedia.org/resource/Reservoir_Dogs	https://en.wikipedia.org/wiki/Reservoir_Dogs	https://upload.wikimedia.org/wikipedia/en/0/01/Reservoir_Dogs.png	Reservoir Dogs (1992)	GLPJSmUHZvU
865	6909	http://dbpedia.org/resource/Platoon_(film)	https://en.wikipedia.org/wiki/Platoon_(film)	https://upload.wikimedia.org/wikipedia/en/a/a9/Platoon_posters_86.jpg	Platoon (1986)	pPi8EQzJ2Bg
866	6910	http://dbpedia.org/resource/Weekend_at_Bernie's_II	https://en.wikipedia.org/wiki/Weekend_at_Bernie's_II	https://upload.wikimedia.org/wikipedia/en/b/b7/Weekend_at_bernies_ii_poster.jpg	Weekend at Bernie's (1989)	YCTgcZ6ImsQ
867	6911	http://dbpedia.org/resource/Basic_Instinct_2	https://en.wikipedia.org/wiki/Basic_Instinct_2	https://upload.wikimedia.org/wikipedia/en/f/fe/Basic_instinct_2.jpg	Basic Instinct (1992)	EZc7uAUa38Q
868	6912	http://dbpedia.org/resource/The_Doors_(film)	https://en.wikipedia.org/wiki/The_Doors_(film)	https://upload.wikimedia.org/wikipedia/en/c/c1/Doorsposter1991.jpg	Doors, The (1991)	DDE9kXwG0fs
869	6913	http://dbpedia.org/resource/The_Crying_Game	https://en.wikipedia.org/wiki/The_Crying_Game	https://upload.wikimedia.org/wikipedia/en/0/0f/Crying_game_poster.jpg	Crying Game, The (1992)	FRxmK7Q3yF4
870	6914	http://dbpedia.org/resource/Glengarry_Glen_Ross_(film)	https://en.wikipedia.org/wiki/Glengarry_Glen_Ross_(film)	https://upload.wikimedia.org/wikipedia/en/6/65/Glengarrymovie.jpg	Glengarry Glen Ross (1992)	g2ofJqqsL5g
871	6915	http://dbpedia.org/resource/Sophie's_Choice_(film)	https://en.wikipedia.org/wiki/Sophie's_Choice_(film)	https://upload.wikimedia.org/wikipedia/en/4/47/Sophie%27s_Choice1.jpg	Sophie's Choice (1982)	STPJVf6wqCk
872	6916	http://dbpedia.org/resource/E.T._the_Extra-Terrestrial	https://en.wikipedia.org/wiki/E.T._the_Extra-Terrestrial	https://upload.wikimedia.org/wikipedia/en/6/66/E_t_the_extra_terrestrial_ver3.jpg	E.T. the Extra-Terrestrial (1982)	qYAETtIIClk
873	6917	http://dbpedia.org/resource/A_Christmas_Carol_(2009_film)	https://en.wikipedia.org/wiki/A_Christmas_Carol_(2009_film)	https://upload.wikimedia.org/wikipedia/en/8/8d/ChistmasCarol2009-Poster.jpg	Christmas Carol, A (1938)	iWa9EVeUqhA
